Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
749	Hampshire Rose	Lee Filters	#FCD3CD	67.621	66.86	66.979	67.227	67.436	66.678	65.685	64.825	64.321	63.932	62.87	61.248	59.764	58.891	58.077	57.901	57.321	56.667	55.932	55.19	54.776	54.653	55.227	56.5	57.548	58.679	59.325	60.04	60.428	61.606	64.0	67.356	71.553	76.421	80.373	83.637	85.359	86.41	86.785	87.38	88.482	89.159	90.199	90.62	90.774	90.463	90.178	89.473	88.963	88.536	88.387	88.577	89.251	89.942	90.26	90.804	91.168	91.3	91.119	90.502
