Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
003	Lavender Tint	#FAF0FA	81.601	81.76	82.307	82.379	82.218	82.716	84.006	84.54	82.784	81.731	82.482	84.523	84.832	82.922	80.627	80.215	81.62	83.236	82.934	80.113	77.555	76.214	76.673	77.636	77.972	76.451	74.293	71.753	70.152	69.756	69.805	69.758	69.792	69.546	69.598	70.169	71.327	73.113	75.45	77.51	78.691	78.896	78.388	77.623	77.341	77.44	78.804	80.876	82.99	85.001	86.759	87.78	88.516	88.75	89.373	89.564	90.109	90.401	90.643	90.84
