Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
119	Dark Blue	#0078C8	14.579	18.547	21.903	25.52	30.325	35.673	40.423	44.057	45.912	46.856	46.957	45.722	43.279	41.07	38.912	35.655	31.064	26.47	22.169	18.327	15.027	12.102	9.261	6.565	4.309	2.686	1.724	1.176	0.858	0.624	0.41	0.228	0.11	0.049	0.026	0.018	0.013	0.014	0.017	0.016	0.013	0.01	0.01	0.01	0.01	0.01	0.01	0.018	0.055	0.16	0.352	0.562	0.668	0.717	0.819	1.068	1.744	3.378	6.52	11.334
