Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
775	Soft Amber Key 2	Lee Filters	#FCC6A5	30.205	29.808	29.58	29.36	29.061	28.457	27.888	26.989	26.305	25.822	25.651	25.828	26.397	27.24	28.233	29.282	30.438	31.567	32.631	33.656	34.381	34.813	35.265	35.825	36.737	38.511	40.048	41.853	43.346	44.224	44.704	45.922	48.381	53.0	59.279	65.741	70.822	73.933	75.965	77.281	78.289	78.629	78.944	79.388	79.544	79.762	80.122	80.027	79.879	79.855	80.0	79.794	79.715	79.804	79.536	79.416	79.475	79.604	79.668	79.827
