Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
021	Gold Amber	Lee Filters	#FF8C32	2.372	2.184	2.02	1.889	1.757	1.595	1.438	1.307	1.194	1.086	0.98	0.89	0.827	0.794	0.776	0.766	0.766	0.798	0.892	1.071	1.34	1.68	2.038	2.426	3.028	4.156	6.172	9.354	13.572	18.267	22.746	26.581	30.275	34.998	40.84	47.578	53.395	59.115	65.298	70.881	75.804	79.365	81.34	82.426	83.51	84.907	86.043	86.857	86.774	85.987	85.052	84.414	84.68	85.586	87.709	89.539	91.013	91.814	91.33	90.374
