Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
741	Mustard Yellow	Lee Filters	#826400	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.021	0.066	0.132	0.244	0.365	0.528	0.814	1.512	2.986	5.533	8.171	9.867	10.28	9.725	8.696	7.229	5.601	4.052	2.877	2.154	1.804	1.617	1.543	1.562	1.651	1.783	1.841	1.748	1.444	1.011	0.611	0.408	0.356	0.404	0.646	1.365	2.94	5.808
