Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
147	Apricot	#FCB98C	19.8	19.477	19.2	19.227	19.191	18.797	18.191	17.76	17.585	17.295	17.115	17.291	18.038	19.074	20.053	20.95	21.925	23.39	25.059	26.543	27.57	28.171	28.87	29.922	31.51	33.34	35.144	37.03	39.041	40.995	42.779	44.433	47.178	52.536	61.165	70.709	77.812	82.452	84.606	85.272	85.858	86.735	88.038	89.615	90.662	90.628	89.696	88.47	87.296	87.104	87.431	88.517	90.289	91.787	92.157	91.922	91.209	89.615	88.175	87.651
