Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
722	Bray Blue	Lee Filters	#008CD2	15.469	19.084	22.734	26.711	30.48	34.999	40.515	43.924	45.303	46.435	47.255	46.122	44.488	43.036	41.226	38.107	33.844	29.601	25.591	21.864	18.362	15.132	12.02	8.91	6.168	4.088	2.737	1.935	1.446	1.073	0.727	0.418	0.209	0.1	0.055	0.033	0.027	0.026	0.027	0.025	0.019	0.013	0.01	0.01	0.01	0.01	0.011	0.024	0.059	0.143	0.274	0.376	0.4	0.406	0.452	0.604	1.031	2.124	4.31	7.863
