Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
740	Aurora Borealis Green	#5A6E00	0.391	0.418	0.418	0.409	0.387	0.349	0.307	0.261	0.21	0.172	0.137	0.111	0.092	0.079	0.071	0.066	0.068	0.08	0.107	0.16	0.254	0.381	0.525	0.72	1.085	1.855	3.482	6.327	9.95	12.021	11.812	9.823	7.168	4.72	3.049	1.925	1.215	0.747	0.433	0.231	0.125	0.078	0.059	0.05	0.049	0.054	0.064	0.078	0.091	0.093	0.082	0.057	0.036	0.028	0.027	0.035	0.069	0.169	0.423	0.999
