Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
779	Bastard Pink	Lee Filters	#FC9885	24.917	24.241	23.457	22.519	21.683	20.77	20.029	19.271	18.448	17.418	16.242	15.131	14.349	13.576	12.543	11.018	9.163	7.438	6.19	5.497	5.199	4.921	4.134	2.805	1.617	0.987	0.844	1.169	2.442	6.313	15.254	30.581	48.493	64.373	75.396	81.383	83.696	85.062	85.905	86.722	87.475	87.784	87.941	87.985	88.588	88.944	89.7	90.084	90.044	89.521	88.976	87.853	86.905	86.466	86.51	87.425	88.572	89.927	91.112	91.866
