Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
134	Golden Amber	#FAA873	8.238	7.968	7.821	7.824	7.868	7.943	7.948	7.904	7.892	7.905	8.03	8.232	8.662	9.331	10.261	11.338	12.472	13.642	14.821	16.068	17.412	18.667	19.909	21.164	22.385	23.311	23.853	24.148	24.317	25.02	26.427	28.278	30.942	35.451	41.639	48.901	55.106	59.62	62.013	63.377	65.101	67.328	70.001	73.041	75.77	78.021	79.603	80.337	81.087	81.601	81.992	82.627	83.589	84.941	85.93	87.174	88.205	89.279	89.606	90.25
