Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
181	Congo Blue	Lee Filters	#5000AA	9.697	11.548	13.35	15.138	16.976	19.38	21.633	23.002	23.907	23.319	21.504	19.516	16.915	13.921	11.054	8.455	6.162	4.287	2.757	1.618	0.841	0.399	0.186	0.094	0.053	0.031	0.017	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.019	0.05	0.102	0.148	0.155	0.132	0.101	0.079	0.076	0.098	0.182	0.411	0.978	2.036	3.358	4.254	4.554	4.893	5.707	7.621	11.868	18.829	27.543
