Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
720	Durham Daylight Frost	#C3E1FA	66.614	69.641	71.453	73.041	73.916	74.964	76.317	77.123	77.482	77.516	77.175	77.069	76.437	75.697	74.713	73.179	71.429	69.465	67.003	63.742	59.501	54.534	49.694	45.381	42.487	39.966	37.044	32.912	27.598	22.319	18.398	16.534	16.933	19.216	22.607	25.956	27.733	27.781	26.467	24.446	22.71	21.734	21.176	20.865	20.861	21.36	22.334	23.345	24.107	24.135	22.746	19.987	17.187	16.203	16.574	19.09	24.11	30.789	37.721	44.09
