Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
224	Daylight Blue Frost	Lee Filters	#96A0BE	43.222	44.953	46.27	47.147	47.82	48.317	48.951	49.588	49.697	49.732	49.411	49.086	48.681	48.114	47.291	46.352	45.056	43.603	42.072	40.131	38.087	35.679	33.144	30.957	29.238	28.056	26.991	25.913	24.591	23.291	22.39	21.943	22.025	22.461	23.175	23.942	24.291	24.144	23.448	22.287	21.109	20.365	20.055	19.889	20.074	20.57	21.228	21.808	22.11	21.92	20.992	19.264	17.617	16.916	16.903	18.164	20.84	24.551	28.681	32.699
