Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
725	Old Steel Blue	Lee Filters	#BEF2F3	74.332	78.483	80.044	79.556	80.358	82.677	85.607	86.272	85.526	84.91	84.941	85.556	85.878	85.485	84.761	84.14	83.487	82.491	80.954	79.556	78.259	77.436	76.341	74.348	71.51	68.266	65.485	63.354	61.931	60.744	58.61	55.571	51.264	46.931	43.335	40.86	39.871	39.507	38.906	37.626	35.825	34.017	32.296	30.798	29.954	30.252	31.909	34.512	37.367	39.509	39.63	36.743	32.458	30.457	30.263	32.886	39.616	48.729	56.938	63.314
