Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
718	Half Shanklin Frost	Lee Filters	#D4EDFA	76.174	77.551	78.576	80.522	80.671	80.667	82.067	83.003	82.456	82.913	83.727	83.354	82.454	82.576	83.302	82.212	80.398	79.973	79.758	78.688	75.855	72.745	70.254	68.531	66.699	64.625	62.183	59.332	55.366	50.127	45.252	42.133	42.048	44.33	48.285	51.842	53.943	53.826	52.351	50.212	48.347	47.084	46.438	45.726	45.284	45.18	45.449	46.175	46.966	47.551	46.577	44.118	40.565	37.971	37.329	38.893	43.183	49.39	55.719	61.131
