Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
226	LEE U.V.	#FFFFFA	59.312	72.559	78.558	84.037	87.524	86.847	86.709	89.09	90.21	88.74	87.472	88.834	91.05	90.387	88.573	87.987	89.559	90.961	91.033	89.552	88.415	88.826	90.458	91.415	91.261	89.905	88.674	89.145	90.065	91.328	91.717	91.11	90.112	89.127	89.052	89.991	91.075	91.587	91.777	90.77	90.307	89.403	89.465	89.918	90.666	91.235	91.504	91.506	91.048	90.251	89.813	89.903	89.782	90.18	90.521	91.11	91.281	91.388	91.231	90.865
