Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
141	Bright Blue	Lee Filters	#00D2E6	35.979	41.738	47.903	53.716	56.588	61.807	68.645	70.553	72.199	76.123	75.962	73.377	74.55	76.651	74.518	70.684	68.9	68.313	64.698	59.217	55.294	52.926	49.314	43.473	37.108	31.667	27.244	23.169	19.133	15.355	11.708	8.287	5.443	3.374	2.11	1.377	0.992	0.739	0.53	0.345	0.218	0.14	0.101	0.081	0.075	0.081	0.108	0.162	0.236	0.304	0.324	0.279	0.205	0.166	0.163	0.215	0.396	0.902	2.005	3.978
