Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
507	Madge	#F85000	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.013	0.054	0.268	1.169	3.946	10.56	20.246	31.506	41.393	48.744	54.214	58.145	60.373	62.01	63.533	64.93	65.762	66.41	67.083	68.005	69.183	70.177	70.773	71.498	72.602	73.911	75.104	76.004	76.306	76.439
