Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
736	Twickenham Green	Lee Filters	#00AA00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.011	0.024	0.068	0.206	0.617	1.592	3.543	6.622	10.755	15.206	19.098	21.661	22.841	22.384	20.347	17.327	13.728	9.889	6.381	3.68	1.902	0.903	0.411	0.173	0.075	0.034	0.013	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.017	0.051
