Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
748	Seedy Pink	Lee Filters	#E96785	21.431	21.805	21.709	21.241	20.711	20.089	19.489	18.752	18.069	17.284	16.544	15.826	15.238	14.768	14.28	13.844	13.433	13.138	12.898	12.656	12.335	11.937	11.533	11.095	10.901	10.831	10.698	10.248	9.378	8.195	7.051	6.31	6.247	7.066	8.868	11.783	15.058	18.429	21.445	23.937	26.11	27.847	29.2	30.239	31.391	32.884	35.107	38.277	42.212	46.294	50.756	55.075	59.095	62.882	66.201	68.986	71.325	73.77	75.955	77.777
