Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
027	Medium Red	Lee Filters	#C8003C	0.541	0.446	0.357	0.288	0.245	0.23	0.238	0.255	0.282	0.303	0.308	0.315	0.316	0.3	0.254	0.183	0.106	0.056	0.022	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.014	0.011	0.011	0.043	0.444	2.363	6.703	12.155	17.013	20.79	24.299	28.13	33.023	39.188	46.449	53.541	59.968	64.494	67.581	69.992	72.494	74.959	77.208	78.395	78.825
