Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
135	Deep Golden Amber	Lee Filters	#FF5F00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.021	0.038	0.062	0.099	0.175	0.386	0.985	2.495	5.429	10.384	18.175	28.928	39.735	49.434	56.774	61.525	64.407	66.367	67.561	68.282	68.969	70.272	71.341	71.092	70.701	71.281	72.518	74.088	74.75	74.733	74.359	75.093	76.885	78.77	79.402	79.96
