Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
203	Quarter C.T. Blue	#EBFCFF	80.346	81.618	83.723	85.074	85.002	84.8	84.973	85.392	86.292	86.433	86.352	86.902	87.144	87.265	86.347	85.676	85.027	84.761	85.476	85.526	84.707	82.969	80.677	78.268	76.94	76.325	76.019	75.041	73.079	69.727	66.058	63.371	62.547	63.406	65.228	67.28	68.653	69.412	69.091	67.535	66.018	64.6	63.344	62.119	61.321	60.896	61.364	61.818	62.476	62.513	61.528	58.248	54.097	51.962	51.8	54.024	59.265	65.177	69.933	73.503
