Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
501	New Colour Blue (Robertson Blue)	Lee Filters	#D7EBFA	66.933	68.653	69.623	71.725	74.158	75.219	74.882	74.944	77.036	79.475	79.429	77.056	74.78	74.263	75.803	76.648	75.001	71.29	67.402	65.087	63.918	63.027	60.942	57.651	53.511	49.304	45.953	43.285	40.95	38.746	36.687	34.77	33.302	32.522	32.468	33.145	34.459	36.081	37.243	37.239	36.103	34.534	32.832	31.295	30.564	31.289	33.631	37.142	41.433	45.271	47.282	46.226	43.125	41.477	41.887	44.677	51.324	60.155	68.062	74.049
