Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
115	Peacock Blue	Lee Filters	#00EBC8	37.098	42.078	45.794	47.663	50.088	52.98	54.155	55.836	59.247	60.7	60.436	62.111	64.796	66.379	68.007	70.524	73.034	75.244	77.27	78.156	77.162	75.587	74.983	74.284	70.789	65.413	60.873	57.075	52.227	45.525	37.817	30.556	24.123	18.479	13.922	10.259	7.654	5.56	3.91	2.622	1.779	1.289	1.053	0.939	0.917	0.95	1.04	1.154	1.246	1.256	1.142	0.918	0.684	0.54	0.51	0.569	0.825	1.473	2.759	4.884
