Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
111	Dark Pink	Lee Filters	#FF8CBE	55.31	54.937	56.04	57.064	56.57	54.932	53.738	53.145	51.925	48.857	45.147	42.046	39.974	37.682	34.669	31.293	28.291	26.122	24.257	22.326	20.246	18.059	16.413	15.506	15.464	16.007	16.539	16.412	15.592	14.427	13.627	13.84	15.614	19.704	26.772	37.312	49.061	59.739	67.958	73.349	77.19	80.483	83.711	86.322	88.509	89.655	89.606	88.648	87.392	86.446	86.009	86.374	87.113	88.201	89.45	90.5	91.142	91.013	90.411	90.069
