Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
219	LEE Fluorescent Green	Lee Filters	#9BDCAF	25.377	23.326	21.535	20.183	19.316	18.871	19.013	20.023	21.768	23.864	26.268	30.015	35.792	43.113	50.691	57.683	63.622	66.997	66.529	63.195	60.094	58.115	56.209	52.454	47.265	41.839	37.461	34.46	32.287	30.341	28.135	25.01	21.471	17.739	14.777	12.756	11.937	12.207	13.191	14.048	14.274	13.558	12.217	10.68	9.498	9.144	9.982	12.51	17.071	23.613	31.254	37.7	41.009	42.394	44.086	46.816	51.846	59.971	68.802	75.695
