Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
353	Lighter Blue	#61E8E3	55.254	60.95	65.52	67.773	70.093	73.894	77.922	78.708	78.732	79.986	82.146	82.817	81.668	80.245	80.333	81.391	81.597	79.203	76.396	74.144	73.462	72.653	70.805	67.256	62.583	58.41	54.988	52.216	49.589	45.974	41.343	36.31	31.207	26.527	22.77	19.918	18.054	16.498	14.763	12.901	11.125	9.622	8.489	7.67	7.341	7.417	8.097	9.123	10.288	11.114	11.176	10.276	9.068	8.575	8.712	9.838	12.445	16.366	20.882	25.721
