Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
652	Urban Sodium	#FF8246	2.611	1.934	1.464	1.148	0.955	0.854	0.834	0.896	1.016	1.223	1.543	2.085	2.979	4.37	6.175	7.986	9.311	9.985	10.159	9.973	9.549	8.951	8.383	8.033	8.067	8.504	9.252	10.118	10.727	10.853	10.78	11.263	13.136	17.527	24.669	33.427	40.641	45.205	47.539	48.604	49.184	49.663	49.871	49.627	49.113	48.567	48.446	48.676	49.336	50.405	50.995	50.557	49.391	48.759	48.581	49.813	52.69	56.899	61.0	64.413
