Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
238	C.S.I. (to Tungsten)	#F5B9AA	19.23	19.865	20.02	20.0	20.097	20.218	20.343	21.155	22.471	23.736	24.76	25.677	27.437	30.526	34.737	39.01	42.374	44.67	46.104	46.419	45.078	42.198	38.841	36.198	34.476	33.427	32.206	29.862	26.439	22.632	19.238	16.982	16.626	18.472	22.736	29.232	36.263	43.3	49.65	54.912	58.729	60.654	61.326	61.404	61.688	62.507	64.242	66.614	68.934	70.558	71.478	72.006	72.27	73.295	74.928	77.752	80.996	84.051	86.876	88.355
