Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
744	Dirty White	Lee Filters	#F8C882	15.102	12.477	10.6	9.362	8.556	8.202	8.328	8.966	10.085	11.804	14.186	17.612	22.371	28.5	35.576	41.916	45.954	47.203	46.685	45.779	45.093	44.732	44.796	44.989	45.192	45.458	45.636	45.976	46.369	47.189	48.438	51.063	54.637	59.34	64.18	69.092	72.776	75.815	78.655	80.325	81.455	81.958	81.994	81.065	79.981	79.527	79.136	79.884	80.294	81.22	81.52	80.521	78.23	76.535	75.835	76.312	78.302	80.463	82.568	84.203
