Filter Number	Filter Name	Hex Color	350	355	360	365	370	375	380	385	390	395	400	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700	705	710	715	720	725	730	735	740	745	750	755	760	765	770	775	780	785	790	795	800	805	810	815	820	825	830	835	840	845	850	855	860	865	870	875	880	885	890	895	900	905	910	915	920	925	930	935	940	945	950	955	960	965	970	975	980	985	990	995	1000	1005	1010	1015	1020	1025	1030	1035	1040	1045	1050	1055	1060	1065	1070	1075	1080	1085	1090	1095	1100
DB940	Dual Bandpass Filter Visible + 940nm NIR	#9E6D6F	0.0	0.065	0.13	0.795	1.46	3.675	5.89	23.02	40.15	59.85	79.55	83.64	87.73	87.165	86.6	83.94	81.28	82.16	83.04	86.325	89.61	88.075	86.54	88.84	91.14	89.09	87.04	87.89	88.74	89.87	91.0	91.27	91.54	91.345	91.15	92.32	93.49	93.38	93.27	93.57	93.87	93.21	92.55	92.935	93.32	93.48	93.64	93.875	94.11	94.025	93.94	93.22	92.5	91.97	91.44	90.84	90.24	89.75	89.26	89.06	88.86	74.55	60.24	35.545	10.85	6.215	1.58	1.055	0.53	0.35	0.17	0.115	0.06	0.045	0.03	0.03	0.03	0.045	0.06	0.115	0.17	0.18	0.19	0.18	0.17	0.26	0.35	0.27	0.19	0.115	0.04	0.035	0.03	0.025	0.02	0.03	0.04	0.055	0.07	0.14	0.21	0.33	0.45	0.385	0.32	0.505	0.69	1.43	2.17	4.1	6.03	16.965	27.9	49.96	72.02	80.775	89.53	91.06	92.59	91.67	90.75	87.76	84.77	77.065	69.36	56.82	44.28	32.515	20.75	14.18	7.61	5.185	2.76	2.025	1.29	1.04	0.79	0.715	0.64	0.645	0.65	0.73	0.81	0.985	1.16	1.33	1.5	1.53	1.56	1.43	1.3
