Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
712	Bedford Blue	#A0BEF0	34.782	44.798	51.269	56.304	60.618	63.632	66.432	68.521	68.733	67.989	68.233	67.016	64.642	63.15	62.046	59.264	55.671	52.726	49.69	45.756	41.51	37.777	34.173	29.952	25.691	21.855	18.779	16.351	14.177	12.056	9.867	8.074	6.674	5.819	5.347	5.313	5.747	6.673	7.905	8.841	9.007	8.385	7.315	6.291	5.753	5.939	7.261	10.282	15.517	22.973	31.377	38.523	42.372	43.661	44.814	47.093	51.535	59.186	67.219	73.008
