Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
244	LEE Plus Green	Lee Filters	#E6FABE	39.205	39.473	39.451	39.421	39.509	39.505	39.328	39.146	39.285	39.98	41.225	43.345	46.22	49.758	53.533	57.455	61.267	65.63	69.977	73.89	76.661	78.875	80.741	82.516	84.1	84.812	84.559	83.485	82.902	82.032	81.509	81.148	79.783	78.011	76.193	74.087	72.015	70.052	67.875	64.759	62.302	60.406	58.937	57.486	56.843	56.543	57.116	57.693	58.144	57.501	54.851	49.879	44.456	42.531	42.786	46.484	53.434	61.467	68.613	73.983
