Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
707	Ultimate Violet	Lee Filters	#6400B4	16.155	19.452	22.69	26.254	30.606	35.696	40.441	42.698	42.873	41.239	38.08	33.616	28.923	24.311	19.648	15.362	11.473	8.099	5.304	3.225	1.817	0.984	0.528	0.292	0.162	0.085	0.044	0.021	0.012	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.015	0.033	0.061	0.078	0.068	0.046	0.031	0.025	0.028	0.051	0.138	0.501	1.874	5.814	14.035	25.957	39.32	51.539	61.911	69.975	76.132	80.393	82.598
