Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
209	0.3ND	Lee Filters	#C8C8C8	47.185	46.735	46.661	47.919	49.613	50.086	49.004	48.212	48.768	50.162	50.348	49.262	47.636	46.605	46.67	47.387	47.975	47.723	47.217	46.795	46.92	47.623	48.822	49.759	50.321	50.353	50.068	49.993	50.132	50.664	51.406	51.694	51.652	51.325	51.424	51.709	52.076	52.132	51.37	49.687	47.9	46.511	45.74	45.442	45.578	46.679	48.296	50.371	51.852	52.231	50.779	47.06	42.492	40.397	40.08	42.336	48.069	55.834	63.365	69.553
