Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
198	Palace Blue	Lee Filters	#6478C8	11.37	13.791	15.869	17.763	19.513	21.072	22.265	22.384	21.185	19.58	17.724	15.437	13.292	11.467	9.769	8.185	6.814	5.685	4.755	4.021	3.44	2.944	2.476	2.058	1.698	1.42	1.227	1.105	1.042	0.958	0.818	0.628	0.462	0.352	0.305	0.302	0.333	0.392	0.443	0.429	0.346	0.254	0.184	0.142	0.124	0.137	0.196	0.355	0.663	1.139	1.597	1.718	1.424	1.097	0.981	1.134	1.806	3.649	7.414	13.169
