Filter Number	Filter Name	Manufacturer	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
281	Three Quarter C.T. Blue	Lee Filters	#CDE6FA	71.061	73.444	75.298	76.431	77.328	77.946	78.734	80.167	80.912	80.736	80.196	79.878	80.028	80.317	80.055	78.835	77.236	75.259	73.535	71.473	68.606	64.88	60.677	56.731	53.826	51.613	49.14	45.263	39.905	34.021	29.259	26.651	26.728	29.255	32.889	36.503	38.623	39.021	38.053	36.177	34.473	33.44	32.994	32.922	33.116	33.767	34.802	35.818	36.561	36.356	34.761	31.702	28.086	26.292	26.231	28.32	33.334	40.328	47.305	53.4
