Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
773	Cardbox Amber	#FCC5B2	39.592	39.168	39.226	38.966	38.874	38.946	38.742	38.127	37.114	36.583	36.246	35.336	34.265	33.222	32.651	32.654	32.704	32.66	32.341	31.981	32.195	33.037	34.769	37.069	38.965	40.496	41.352	42.66	44.718	48.51	54.11	60.833	67.413	73.076	77.343	81.093	83.954	85.539	86.801	86.989	86.859	86.573	87.198	87.931	88.375	89.112	89.366	88.948	88.382	87.055	85.876	83.97	81.117	79.337	79.207	80.521	83.997	86.745	89.126	90.2
