Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
733	Damp Squib	#EBF7CF	47.8	46.971	46.417	46.034	45.644	45.618	45.932	46.906	48.03	49.238	50.367	51.879	54.01	56.697	59.677	62.277	63.976	64.683	65.195	65.532	66.353	67.647	68.899	69.893	70.024	69.179	68.32	67.745	68.102	69.184	70.367	70.543	69.598	67.533	65.188	63.045	61.575	60.536	59.354	57.718	56.323	55.075	54.003	52.89	52.33	52.52	53.723	55.49	57.246	57.856	57.427	54.6	51.112	49.988	50.586	53.666	59.912	67.416	73.617	78.01
