Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
156	Chocolate	#E1B48C	30.289	29.237	26.962	23.886	21.437	19.248	16.802	14.434	12.645	11.32	10.029	8.912	8.091	7.758	7.847	8.26	8.761	9.208	9.696	10.492	11.967	14.295	17.157	20.146	23.169	26.018	27.72	27.679	25.581	22.26	18.886	16.422	15.631	16.742	19.642	23.848	28.087	31.655	33.832	34.421	33.937	32.805	31.36	29.969	29.238	29.745	31.588	34.481	37.55	39.784	39.643	36.451	32.163	29.907	29.684	32.174	38.234	46.765	55.802	63.67
