Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
205	Half C.T. Orange	#FCD9B1	38.537	39.937	40.743	41.115	41.32	41.466	41.389	40.815	40.109	39.61	39.911	41.347	43.267	45.368	47.094	48.63	50.602	52.928	56.168	59.31	61.815	62.934	63.158	62.992	63.471	64.843	66.721	68.906	71.024	72.649	73.366	73.836	73.803	74.353	76.016	77.995	80.222	82.718	85.144	86.698	87.981	88.243	87.965	88.121	88.447	88.482	89.317	90.033	90.71	91.088	91.674	91.961	91.764	91.748	91.786	91.994	92.225	92.21	92.65	92.735
