Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
106	Primary Red	#F00032	0.287	0.323	0.344	0.358	0.361	0.358	0.33	0.287	0.237	0.183	0.133	0.095	0.065	0.046	0.031	0.024	0.015	0.011	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.013	0.02	0.031	0.052	0.086	0.135	0.232	0.45	1.021	2.225	4.716	9.248	16.427	25.917	36.552	46.317	54.149	59.985	64.725	67.973	70.392	71.949	73.12	74.375	75.286	75.849	76.239	76.946	77.624	78.629	79.936	80.597	81.051
