Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
327	Forest Green	#008C50	0.365	0.435	0.497	0.564	0.628	0.697	0.769	0.836	0.918	1.048	1.252	1.563	2.03	2.686	3.522	4.515	5.732	7.164	8.736	10.048	10.966	11.5	11.644	11.104	9.952	8.597	7.348	6.26	5.299	4.339	3.41	2.537	1.798	1.23	0.863	0.627	0.497	0.415	0.334	0.247	0.172	0.119	0.09	0.07	0.061	0.063	0.075	0.096	0.123	0.147	0.149	0.119	0.086	0.063	0.058	0.069	0.115	0.238	0.509	1.03
