Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
164	Flame Red	#FF3200	1.334	1.262	1.214	1.218	1.268	1.343	1.404	1.444	1.448	1.425	1.398	1.368	1.358	1.38	1.433	1.508	1.6	1.707	1.812	1.908	1.941	1.931	1.897	1.931	2.051	2.219	2.284	2.087	1.625	1.105	0.704	0.468	0.409	0.576	1.283	3.803	10.256	23.003	39.872	55.358	65.78	71.792	75.711	79.061	81.881	84.038	84.908	85.017	84.274	83.569	83.634	83.946	84.952	86.487	88.152	89.569	90.22	90.274	90.125	89.224
