Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
706	King Fals Lavender	#6E46C8	33.162	35.761	37.633	39.497	40.749	41.71	43.054	44.554	44.463	42.906	40.969	38.998	36.899	33.51	29.681	26.161	23.089	20.159	17.004	13.732	10.456	7.779	5.843	4.588	3.874	3.448	3.013	2.349	1.539	0.915	0.56	0.418	0.432	0.631	1.126	2.159	3.831	5.695	7.03	7.356	6.912	6.384	5.981	5.733	5.703	5.956	6.516	7.235	7.887	8.048	7.429	6.047	4.521	3.716	3.547	4.065	5.947	9.679	15.191	22.043
