Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
153	Pale Salmon	#FFC8C8	62.975	65.416	68.007	67.41	64.689	63.215	64.167	65.316	63.774	60.437	57.266	55.898	55.696	55.379	53.911	51.265	48.544	46.847	46.266	46.646	46.73	46.55	45.559	44.637	44.385	45.311	47.11	49.541	51.886	53.051	53.092	52.918	54.004	57.844	64.588	72.143	78.327	83.002	86.507	88.425	89.215	89.087	88.453	87.77	87.488	87.884	88.629	89.328	90.195	90.966	91.624	91.466	91.215	90.511	89.913	89.095	88.432	88.183	88.279	88.254
