Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
525	Argent Blue	#8EB4FA	50.256	55.73	59.03	61.088	64.941	71.833	76.468	76.38	75.447	76.652	77.969	76.742	73.314	70.332	68.22	65.918	62.454	57.863	53.315	48.919	44.671	40.346	35.754	30.784	25.725	21.135	17.481	14.892	13.237	11.805	10.174	8.149	6.12	4.442	3.388	2.93	3.008	3.516	4.236	4.765	4.745	4.18	3.4	2.785	2.532	2.818	3.915	6.533	11.521	19.947	31.074	43.706	55.351	65.665	73.495	79.765	83.899	86.884	88.891	90.419
