Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
025	Sunset Red	#FF6E46	4.181	4.024	3.928	3.99	4.161	4.369	4.516	4.585	4.617	4.583	4.514	4.46	4.472	4.596	4.798	5.068	5.368	5.733	6.147	6.588	7.006	7.417	7.931	8.7	9.698	10.595	11.018	10.869	10.305	9.623	8.993	8.489	8.692	10.679	15.684	25.229	38.463	53.09	65.768	75.031	80.66	83.974	85.467	86.206	86.821	87.619	88.205	88.282	88.431	88.289	87.677	87.072	87.026	87.467	88.121	88.822	89.593	90.49	90.669	90.093
