Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
776	Nectarine	#FCBE9B	27.448	26.643	26.447	27.046	27.191	26.496	25.395	24.661	24.422	24.347	24.234	24.202	24.442	25.152	26.052	27.047	28.14	29.314	30.618	31.831	32.622	33.061	33.399	34.077	35.655	37.886	40.41	42.672	44.31	45.188	45.787	46.582	49.256	55.008	64.256	74.006	80.805	84.337	85.674	85.79	85.772	86.223	87.317	88.533	89.277	90.013	90.059	89.851	89.19	88.991	88.792	88.964	89.216	89.596	90.056	90.251	90.295	90.368	90.696	90.898
