Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
165	Daylight Blue	#5AC8EB	56.666	59.889	64.601	70.053	72.985	74.735	78.678	83.288	84.306	81.947	79.707	80.738	81.662	79.714	74.996	71.157	69.185	67.529	64.254	59.147	54.068	50.11	46.52	42.504	37.273	31.533	26.656	23.416	21.174	19.328	17.016	13.979	10.77	8.127	6.385	5.514	5.397	5.695	6.029	5.952	5.452	4.703	3.929	3.341	3.105	3.372	4.3	6.195	9.109	12.661	15.448	15.977	14.787	14.322	14.848	17.166	22.762	31.548	41.079	49.711
