Filter Number	Filter Name	Hex Color	405	410	415	420	425	430	435	440	445	450	455	460	465	470	475	480	485	490	495	500	505	510	515	520	525	530	535	540	545	550	555	560	565	570	575	580	585	590	595	600	605	610	615	620	625	630	635	640	645	650	655	660	665	670	675	680	685	690	695	700
323	Jade	#00E1AA	16.86	17.138	16.992	16.719	16.485	16.781	18.004	19.627	21.642	24.4	28.032	32.876	39.132	46.552	55.102	63.303	68.889	71.273	72.261	73.055	73.443	71.854	68.752	65.368	62.209	59.231	55.173	49.59	43.468	37.274	31.082	25.139	19.339	14.328	10.464	7.556	5.508	3.915	2.676	1.774	1.208	0.886	0.725	0.65	0.643	0.685	0.775	0.89	0.992	1.032	0.968	0.812	0.659	0.607	0.648	0.863	1.396	2.479	4.286	6.902
